tree,node,depth,count,is_leaf,feature,condition,left,right,missing_go_to_left,value,threshold,left_categories
30,27,5,2356,True,,leaf,,,False,-0.005627339860450649,,[]
30,28,5,15290,True,,leaf,,,False,0.0015301885363331895,,[]
31,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,10.0,False,0.0,0.29166666666666663,[]
31,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,5.0,True,-0.5390281002321672,0.5,[]
31,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6524846158936015,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
31,3,3,719,True,,leaf,,,False,-0.004634246039677061,,[]
31,4,3,14384,True,,leaf,,,False,-0.004634246039677061,,[]
31,5,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",6.0,7.0,False,-0.3649154772750278,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
31,6,3,1319,True,,leaf,,,False,-0.004634246039677061,,[]
31,7,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,8.0,9.0,True,-0.41939252336448596,1.471275021423019,[]
31,8,4,6995,True,,leaf,,,False,-0.004634246039677061,,[]
31,9,4,1555,True,,leaf,,,False,-0.004634246039677061,,[]
31,10,1,61122,False,lag_3,lag_3 <= 0.0703812,11.0,16.0,False,0.03022966695020611,0.07038123167155425,[]
31,11,2,12174,False,trend_factor,trend_factor <= 0.99305,12.0,13.0,False,-0.14822718319107026,0.9930496218922821,[]
31,12,3,2747,True,,leaf,,,False,0.002972512518361406,,[]
31,13,3,9427,False,month_sin,month_sin <= 0.25,14.0,15.0,True,-0.20462011232383173,0.25000000000000006,[]
31,14,4,5133,True,,leaf,,,False,-0.005363211889394466,,[]
31,15,4,4294,True,,leaf,,,False,-0.004683092666477636,,[]
31,16,2,48948,False,month_sin,month_sin <= 0.25,17.0,22.0,True,0.07463540177294824,0.25000000000000006,[]
31,17,3,29356,False,mean_6,mean_6 <= 1.41818,18.0,19.0,True,0.1332833889532112,1.4181818181818182,[]
31,18,4,16965,True,,leaf,,,False,0.0035850475164719287,,[]
31,19,4,12391,False,trend_factor,trend_factor <= 0.99305,20.0,21.0,False,0.2128054189178292,0.9930496218922821,[]
31,20,5,4495,True,,leaf,,,False,0.024568078027511178,,[]
31,21,5,7896,True,,leaf,,,False,0.010054287427654369,,[]
31,22,3,19592,False,nonzero_12,nonzero_12 <= 0.625,23.0,26.0,False,-0.013263952657892052,0.625,[]
31,23,4,3296,False,category,"category in ['0104', '0107', '0811', '1306', '1309', '2401', '2506', '2704', '2802', '2901']",24.0,25.0,False,-0.20387174833635813,,"[""0104"", ""0107"", ""0811"", ""1306"", ""1309"", ""2401"", ""2506"", ""2704"", ""2802"", ""2901""]"
31,24,5,530,True,,leaf,,,False,0.02505338836093304,,[]
31,25,5,2766,True,,leaf,,,False,-0.005873013494129714,,[]
31,26,4,16296,False,category,"category in ['0103', '0107', '0303', '0808', '1201', '2403', '2601', '2703', '2801']",27.0,28.0,False,0.025389427204709922,,"[""0103"", ""0107"", ""0303"", ""0808"", ""1201"", ""2403"", ""2601"", ""2703"", ""2801""]"
31,27,5,2645,True,,leaf,,,False,0.00794131534743613,,[]
31,28,5,13651,True,,leaf,,,False,-0.0002755543495547408,,[]
32,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,12.0,False,0.0,0.29166666666666663,[]
32,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,5.0,True,-0.5390281002321672,0.5,[]
32,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6524846158936015,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
32,3,3,719,True,,leaf,,,False,-0.004402533737693208,,[]
32,4,3,14384,True,,leaf,,,False,-0.004402533737693208,,[]
32,5,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",6.0,7.0,False,-0.3649154772750278,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
32,6,3,1319,True,,leaf,,,False,-0.004402533737693208,,[]
32,7,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,8.0,11.0,True,-0.41939252336448596,1.471275021423019,[]
32,8,4,6995,False,lag_1,lag_1 <= 0,9.0,10.0,True,-0.4806566738044254,0.0,[]
32,9,5,4679,True,,leaf,,,False,-0.004402533737693208,,[]
32,10,5,2316,True,,leaf,,,False,-0.004402533737693208,,[]
32,11,4,1555,True,,leaf,,,False,-0.004402533737693208,,[]
32,12,1,61122,False,lag_2,lag_2 <= 0,13.0,18.0,False,0.026761761434273376,0.0,[]
32,13,2,12048,False,trend_factor,trend_factor <= 0.99305,14.0,15.0,False,-0.15043954221263892,0.9930496218922821,[]
32,14,3,2658,True,,leaf,,,False,0.0035460301128697152,,[]
32,15,3,9390,False,category,"category in ['0105', '0108', '0302', '0303', '1305', '1306', '1501', '2004', '2402', '2502', '2506', '2514', '2702', '2703', '2801', '3002', 'прочее']",16.0,17.0,True,-0.2072340425531915,,"[""0105"", ""0108"", ""0302"", ""0303"", ""1305"", ""1306"", ""1501"", ""2004"", ""2402"", ""2502"", ""2506"", ""2514"", ""2702"", ""2703"", ""2801"", ""3002"", ""прочее""]"
32,16,4,6530,True,,leaf,,,False,-0.005057876296473364,,[]
32,17,4,2860,True,,leaf,,,False,-0.004227047557525214,,[]
32,18,2,49074,False,lag_1,lag_1 <= 0.370813,19.0,22.0,False,0.07028767011653492,0.3708125570615914,[]
32,19,3,12732,False,category,"category in ['0103', '0104', '0105', '0107', '0108', '0808', '1140', '1201', '1203', '1302', '1303', '1306', '2403', '2703', '2801', '2802', '2901']",20.0,21.0,False,-0.04128080364150055,,"[""0103"", ""0104"", ""0105"", ""0107"", ""0108"", ""0808"", ""1140"", ""1201"", ""1203"", ""1302"", ""1303"", ""1306"", ""2403"", ""2703"", ""2801"", ""2802"", ""2901""]"
32,20,4,4297,True,,leaf,,,False,0.0032505974794083516,,[]
32,21,4,8435,True,,leaf,,,False,-0.00442042463560234,,[]
32,22,3,36342,False,mean_6,mean_6 <= 1.95556,23.0,28.0,True,0.109375,1.9555555555555555,[]
32,23,4,32318,False,category,"category in ['0103', '0104', '0105', '0107', '0108', '0808', '0811', '1201', '1302', '1510', '2401', '2403', '2510', '2514', '2601', '2703', '2704', '2802']",24.0,25.0,False,0.08648849294729027,,"[""0103"", ""0104"", ""0105"", ""0107"", ""0108"", ""0808"", ""0811"", ""1201"", ""1302"", ""1510"", ""2401"", ""2403"", ""2510"", ""2514"", ""2601"", ""2703"", ""2704"", ""2802""]"
32,24,5,11981,True,,leaf,,,False,0.007022354444659918,,[]
32,25,5,20337,False,log_scale,log_scale <= 4.91632,26.0,27.0,True,0.043102177225143756,4.916324614625014,[]
32,26,6,15383,True,,leaf,,,False,0.0003193467061991973,,[]
32,27,6,4954,True,,leaf,,,False,0.0039327463219760135,,[]
32,28,4,4024,True,,leaf,,,False,0.026511299645655236,,[]
33,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,10.0,False,0.0,0.29166666666666663,[]
33,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,5.0,True,-0.5389480425906653,0.5,[]
33,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6524846158936015,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
33,3,3,719,True,,leaf,,,False,-0.004182407050808547,,[]
33,4,3,14384,True,,leaf,,,False,-0.004182407050808547,,[]
33,5,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",6.0,7.0,False,-0.36471302763437596,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
33,6,3,1319,True,,leaf,,,False,-0.004182407050808547,,[]
33,7,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,8.0,9.0,True,-0.41915887850467287,1.471275021423019,[]
33,8,4,6995,True,,leaf,,,False,-0.004182407050808547,,[]
33,9,4,1555,True,,leaf,,,False,-0.004182407050808547,,[]
33,10,1,61122,False,lag_2,lag_2 <= 0,11.0,16.0,False,0.024635215599031604,0.0,[]
33,11,2,12048,False,trend_factor,trend_factor <= 0.99305,12.0,13.0,False,-0.14961021728313154,0.9930496218922821,[]
33,12,3,2658,True,,leaf,,,False,0.0033687286072262308,,[]
33,13,3,9390,False,category,"category in ['0105', '0108', '0302', '0303', '1305', '1306', '1501', '2004', '2402', '2502', '2506', '2514', '2702', '2703', '2801', '3002', 'прочее']",14.0,15.0,True,-0.2053191489361702,,"[""0105"", ""0108"", ""0302"", ""0303"", ""1305"", ""1306"", ""1501"", ""2004"", ""2402"", ""2502"", ""2506"", ""2514"", ""2702"", ""2703"", ""2801"", ""3002"", ""прочее""]"
33,14,4,6530,True,,leaf,,,False,-0.004804982481649696,,[]
33,15,4,2860,True,,leaf,,,False,-0.004015695179648953,,[]
33,16,2,49074,False,month_sin,month_sin <= 0.25,17.0,24.0,True,0.06743541683644365,0.25000000000000006,[]
33,17,3,29780,False,category,"category in ['0111', '0201', '0303', '0811', '1140', '1305', '1306', '1309', '1501', '2004', '2402', '2502', '2506', '2702', '2801', '2803', '2902', '3002']",18.0,19.0,False,0.12004028197381672,,"[""0111"", ""0201"", ""0303"", ""0811"", ""1140"", ""1305"", ""1306"", ""1309"", ""1501"", ""2004"", ""2402"", ""2502"", ""2506"", ""2702"", ""2801"", ""2803"", ""2902"", ""3002""]"
33,18,4,12783,True,,leaf,,,False,0.0023229148563828797,,[]
33,19,4,16997,False,mean_6,mean_6 <= 1.04532,20.0,21.0,False,0.17692714764508732,1.0453177401324276,[]
33,20,5,5613,True,,leaf,,,False,0.0024072083770655785,,[]
33,21,5,11384,False,trend_factor,trend_factor <= 0.99305,22.0,23.0,False,0.23608916973845884,0.9930496218922821,[]
33,22,6,3346,True,,leaf,,,False,0.023219073160731758,,[]
33,23,6,8038,True,,leaf,,,False,0.011473781539194462,,[]
33,24,3,19294,False,nonzero_12,nonzero_12 <= 0.708333,25.0,28.0,False,-0.013779527559055118,0.7083333333333333,[]
33,25,4,4271,False,category,"category in ['0104', '0107', '0811', '1306', '2510', '2704']",26.0,27.0,False,-0.16888577435178698,,"[""0104"", ""0107"", ""0811"", ""1306"", ""2510"", ""2704""]"
33,26,5,455,True,,leaf,,,False,0.025105111018290573,,[]
33,27,5,3816,True,,leaf,,,False,-0.006851092795691337,,[]
33,28,4,15023,True,,leaf,,,False,0.0009114465124545391,,[]
34,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,12.0,False,0.0,0.29166666666666663,[]
34,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,5.0,True,-0.5389480425906653,0.5,[]
34,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6524846158936015,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
34,3,3,719,True,,leaf,,,False,-0.003973286698268119,,[]
34,4,3,14384,True,,leaf,,,False,-0.003973286698268119,,[]
34,5,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",6.0,7.0,False,-0.36471302763437596,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
34,6,3,1319,True,,leaf,,,False,-0.003973286698268119,,[]
34,7,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,8.0,11.0,True,-0.41915887850467287,1.471275021423019,[]
34,8,4,6995,False,lag_1,lag_1 <= 0,9.0,10.0,True,-0.48037116345467523,0.0,[]
34,9,5,4679,True,,leaf,,,False,-0.003973286698268119,,[]
34,10,5,2316,True,,leaf,,,False,-0.003973286698268119,,[]
34,11,4,1555,True,,leaf,,,False,-0.003973286698268119,,[]
34,12,1,61122,False,lag_1,lag_1 <= 0,13.0,18.0,False,0.02123274226264477,0.0,[]
34,13,2,12431,False,category,"category in ['0108', '0302', '0303', '0808', '0811', '1305', '1501', '1510', '2004', '2402', '2502', '2506', '2514', '2702', '2703', '2801', '3002', 'прочее']",14.0,17.0,True,-0.1462101117273531,,"[""0108"", ""0302"", ""0303"", ""0808"", ""0811"", ""1305"", ""1501"", ""1510"", ""2004"", ""2402"", ""2502"", ""2506"", ""2514"", ""2702"", ""2703"", ""2801"", ""3002"", ""прочее""]"
34,14,3,8711,False,trend_factor,trend_factor <= 0.99305,15.0,16.0,False,-0.21201697053090243,0.9930496218922821,[]
34,15,4,1717,True,,leaf,,,False,-7.018507304161203e-05,,[]
34,16,4,6994,True,,leaf,,,False,-0.004564733357567212,,[]
34,17,3,3720,True,,leaf,,,False,0.0005667149583897593,,[]
34,18,2,48691,False,mean_6,mean_6 <= 1.95556,19.0,26.0,True,0.06400279255046097,1.9555555555555555,[]
34,19,3,44091,False,category,"category in ['0103', '0105', '0107', '0108', '0808', '1201', '1510', '2403', '2510', '2601', '2703', '2704', '2802']",20.0,23.0,False,0.04337770118591415,,"[""0103"", ""0105"", ""0107"", ""0108"", ""0808"", ""1201"", ""1510"", ""2403"", ""2510"", ""2601"", ""2703"", ""2704"", ""2802""]"
34,20,4,9606,False,month_sin,month_sin <= -0.866025,21.0,22.0,False,0.15307820299500832,-0.8660254037844386,[]
34,21,5,1222,True,,leaf,,,False,0.023755400602809746,,[]
34,22,5,8384,True,,leaf,,,False,0.004672356353324672,,[]
34,23,4,34485,False,cv_12,cv_12 <= 1.29264,24.0,25.0,True,0.012784461516161763,1.292640076489561,[]
34,24,5,28701,True,,leaf,,,False,0.0015930655711944186,,[]
34,25,5,5784,True,,leaf,,,False,-0.005984429049028784,,[]
34,26,3,4600,False,log_scale,log_scale <= 5.69233,27.0,28.0,True,0.2611713665943601,5.692328235722193,[]
34,27,4,4317,True,,leaf,,,False,0.021259284927516164,,[]
34,28,4,283,True,,leaf,,,False,0.053046292070653756,,[]
35,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,10.0,False,0.0,0.29166666666666663,[]
35,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,5.0,True,-0.5389480425906653,0.5,[]
35,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6524846158936015,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
35,3,3,719,True,,leaf,,,False,-0.0037746223633547136,,[]
35,4,3,14384,True,,leaf,,,False,-0.0037746223633547136,,[]
35,5,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",6.0,7.0,False,-0.36471302763437596,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
35,6,3,1319,True,,leaf,,,False,-0.0037746223633547136,,[]
35,7,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,8.0,9.0,True,-0.41915887850467287,1.471275021423019,[]
35,8,4,6995,True,,leaf,,,False,-0.0037746223633547136,,[]
35,9,4,1555,True,,leaf,,,False,-0.0037746223633547136,,[]
35,10,1,61122,False,lag_2,lag_2 <= 0,11.0,18.0,False,0.018811751619446444,0.0,[]
35,11,2,12048,False,month_sin,month_sin <= 0.25,12.0,15.0,True,-0.1492784873113286,0.25000000000000006,[]
35,12,3,6523,False,category,"category in ['0103', '0105', '0201', '1140', '1201', '1302', '1510', '2401', '2403', '2502', '2803', '2901']",13.0,14.0,False,-0.05311495484463493,,"[""0103"", ""0105"", ""0201"", ""1140"", ""1201"", ""1302"", ""1510"", ""2401"", ""2403"", ""2502"", ""2803"", ""2901""]"
35,13,4,1344,True,,leaf,,,False,0.0157092457225621,,[]
35,14,4,5179,True,,leaf,,,False,-0.004373671688140229,,[]
35,15,3,5525,False,nonzero_12,nonzero_12 <= 0.458333,16.0,17.0,False,-0.2625112917795845,0.45833333333333337,[]
35,16,4,2283,True,,leaf,,,False,-0.0035056679507407006,,[]
35,17,4,3242,True,,leaf,,,False,-0.0048956870641082405,,[]
35,18,2,49074,False,mean_6,mean_6 <= 1.69231,19.0,26.0,True,0.06010105125906609,1.6923076923076923,[]
35,19,3,40640,False,cv_12,cv_12 <= 1.07652,20.0,23.0,True,0.03124231242312423,1.0765223909155073,[]
35,20,4,30405,False,category,"category in ['0104', '0111', '0201', '1140', '1203', '1306', '1309', '1501', '2004', '2502', '2506', '2803', '2902', 'прочее']",21.0,22.0,False,0.06927502876869965,,"[""0104"", ""0111"", ""0201"", ""1140"", ""1203"", ""1306"", ""1309"", ""1501"", ""2004"", ""2502"", ""2506"", ""2803"", ""2902"", ""прочее""]"
35,21,5,4949,True,,leaf,,,False,-0.002193754935985243,,[]
35,22,5,25456,True,,leaf,,,False,0.0035002555782082893,,[]
35,23,4,10235,False,category,"category in ['0103', '0104', '0105', '0107', '0808', '0811', '1201', '1302', '1306', '1510', '2401', '2403', '2704', '2802', '2901', 'прочее']",24.0,25.0,False,-0.08169838945827233,,"[""0103"", ""0104"", ""0105"", ""0107"", ""0808"", ""0811"", ""1201"", ""1302"", ""1306"", ""1510"", ""2401"", ""2403"", ""2704"", ""2802"", ""2901"", ""прочее""]"
35,24,5,2422,True,,leaf,,,False,0.006247207236740059,,[]
35,25,5,7813,True,,leaf,,,False,-0.005436294539149955,,[]
35,26,3,8434,False,log_scale,log_scale <= 5.32788,27.0,28.0,True,0.1989578398863098,5.327876168789581,[]
35,27,4,7740,True,,leaf,,,False,0.014400177246956298,,[]
35,28,4,694,True,,leaf,,,False,0.03427656566438764,,[]
36,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,10.0,False,0.0,0.29166666666666663,[]
36,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,5.0,True,-0.5389480425906653,0.5,[]
36,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6524846158936015,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
36,3,3,719,True,,leaf,,,False,-0.003585891245186978,,[]
36,4,3,14384,True,,leaf,,,False,-0.003585891245186978,,[]
36,5,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",6.0,7.0,False,-0.36471302763437596,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
36,6,3,1319,True,,leaf,,,False,-0.003585891245186978,,[]
36,7,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,8.0,9.0,True,-0.41915887850467287,1.471275021423019,[]
36,8,4,6995,True,,leaf,,,False,-0.003585891245186978,,[]
36,9,4,1555,True,,leaf,,,False,-0.003585891245186978,,[]
36,10,1,61122,False,lag_1,lag_1 <= 0,11.0,18.0,False,0.015278413923967808,0.0,[]
36,11,2,12431,False,category,"category in ['0108', '0302', '0303', '0808', '0811', '1305', '1501', '1510', '2004', '2402', '2502', '2506', '2514', '2702', '2703', '2801', '3002', 'прочее']",12.0,17.0,True,-0.14588859416445624,,"[""0108"", ""0302"", ""0303"", ""0808"", ""0811"", ""1305"", ""1501"", ""1510"", ""2004"", ""2402"", ""2502"", ""2506"", ""2514"", ""2702"", ""2703"", ""2801"", ""3002"", ""прочее""]"
36,12,3,8711,False,nonzero_12,nonzero_12 <= 0.458333,13.0,16.0,False,-0.2108703130374957,0.45833333333333337,[]
36,13,4,4257,False,month_sin,month_sin <= -6.12323e-17,14.0,15.0,False,-0.3194281696742442,-6.123233995736766e-17,[]
36,14,5,2005,True,,leaf,,,False,-0.004117813105281839,,[]
36,15,5,2252,True,,leaf,,,False,-0.0033567973692017975,,[]
36,16,4,4454,True,,leaf,,,False,-0.004650902710902828,,[]
36,17,3,3720,True,,leaf,,,False,0.00039146971920527436,,[]
36,18,2,48691,False,month_sin,month_sin <= 0.25,19.0,26.0,True,0.05644647953840783,0.25000000000000006,[]
36,19,3,29811,False,baseline_ratio,baseline_ratio <= 1.32679,20.0,23.0,True,0.10479192515341537,1.3267891370323663,[]
36,20,4,15568,False,category,"category in ['0302', '0303', '0808', '0811', '1305', '1306', '1309', '1501', '2502', '2506', '2702', '2801', '2803', '2902', 'прочее']",21.0,22.0,False,0.0457054820901271,,"[""0302"", ""0303"", ""0808"", ""0811"", ""1305"", ""1306"", ""1309"", ""1501"", ""2502"", ""2506"", ""2702"", ""2801"", ""2803"", ""2902"", ""прочее""]"
36,21,5,5739,True,,leaf,,,False,-0.002926404879195277,,[]
36,22,5,9829,True,,leaf,,,False,0.005406535773550426,,[]
36,23,4,14243,False,log_scale,log_scale <= 5.80438,24.0,25.0,True,0.16929769171402512,5.804381673212317,[]
36,24,5,12963,True,,leaf,,,False,0.009243434391707573,,[]
36,25,5,1280,True,,leaf,,,False,0.01604012742723508,,[]
36,26,3,18880,False,nonzero_12,nonzero_12 <= 0.458333,27.0,28.0,False,-0.019904711487559554,0.45833333333333337,[]
36,27,4,1234,True,,leaf,,,False,-0.004641480521486858,,[]
36,28,4,17646,True,,leaf,,,False,3.534463669155885e-05,,[]
37,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,10.0,False,0.0,0.29166666666666663,[]
37,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,5.0,True,-0.5389480425906653,0.5,[]
37,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6524846158936015,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
37,3,3,719,True,,leaf,,,False,-0.003406596682927629,,[]
37,4,3,14384,True,,leaf,,,False,-0.003406596682927629,,[]
37,5,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",6.0,7.0,False,-0.36471302763437596,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
37,6,3,1319,True,,leaf,,,False,-0.003406596682927629,,[]
37,7,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,8.0,9.0,True,-0.41915887850467287,1.471275021423019,[]
